Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
2024/01/16,15:56,Tuesday,KIPLING STATION,PUSI,0,0,W,BD,5119
2024/01/16,16:01,Tuesday,SHEPPARD STATION,SUUT,10,15,S,YU,5921
2024/01/16,16:28,Tuesday,KIPLING STATION,PUSI,0,0,W,BD,5053
2024/01/16,16:28,Tuesday,KIPLING STATION,MUSAN,3,6,W,BD,5312
2024/01/16,16:29,Tuesday,MUSEUM STATION,MUATC,8,11,N,YU,5576
2024/01/16,17:38,Tuesday,BLOOR STATION,MUPAA,0,0,N,YU,5616
2024/01/16,17:42,Tuesday,YORK MILLS STATION,PUMEL,0,0,,YU,0
2024/01/16,18:07,Tuesday,SHEPPARD STATION,PUMST,0,0,,YU,0
2024/01/16,18:11,Tuesday,SHERBOURNE STATION,SUAP,0,0,,BD,0
2024/01/16,18:19,Tuesday,CHESTER STATION,SUDP,0,0,,BD,0
2024/01/16,18:21,Tuesday,ST CLAIR STATION,SUO,15,18,N,YU,5516
2024/01/16,18:42,Tuesday,DUNDAS STATION W/S,SUAP,0,0,S,YU,6015
2024/01/16,18:55,Tuesday,KIPLING STATION,SUPOL,5,8,E,BD,5325
2024/01/16,19:28,Tuesday,KENNEDY BD STATION,MUSAN,5,10,W,BD,5315
2024/01/16,19:49,Tuesday,SPADINA YUS STATION,SUO,3,6,N,YU,5921
2024/01/16,20:31,Tuesday,DUFFERIN STATION,MUO,0,0,,BD,0
2024/01/16,20:44,Tuesday,SHEPPARD STATION,SUO,0,0,N,YU,6011
2024/01/16,20:55,Tuesday,WOODBINE STATION,SUDP,0,0,E,BD,0
2024/01/16,20:59,Tuesday,YONGE BD STATION,SUO,0,0,E,BD,5040
2024/01/16,21:08,Tuesday,CHRISTIE STATION,MUPAA,0,0,W,BD,5075
2024/01/16,21:14,Tuesday,BLOOR STATION,SUDP,0,0,,YU,0
2024/01/16,21:19,Tuesday,YONGE BD STATION,PUMEL,0,0,,BD,0
2024/01/16,21:28,Tuesday,KENNEDY BD STATION,MUIS,0,0,,BD,0
2024/01/16,21:33,Tuesday,BLOOR STATION,SUAP,0,0,N,YU,6076
2024/01/16,21:36,Tuesday,YONGE BD STATION,SUO,6,12,W,BD,5174
2024/01/16,21:59,Tuesday,OLD MILL STATION,PUMEL,0,0,,BD,0
2024/01/16,22:00,Tuesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2024/01/16,22:08,Tuesday,DUNDAS STATION,SUDP,0,0,,YU,0
2024/01/16,22:41,Tuesday,CHESTER STATION,SUO,0,0,,BD,0
2024/01/16,23:00,Tuesday,EGLINTON STATION TO YO,MUO,0,0,,YU,0
2024/01/16,23:03,Tuesday,KENNEDY BD STATION,MUI,0,0,W,BD,5174
2024/01/16,23:20,Tuesday,DAVISVILLE TO EGLINTON,PUTO,13,20,,YU,0
2024/01/16,23:32,Tuesday,SHEPPARD WEST STATION,MUPAA,0,0,S,YU,6076
2024/01/16,23:34,Tuesday,ROSEDALE STATION,PUTO,5,10,N,YU,0
2024/01/16,23:49,Tuesday,UNION STATION,MUIS,0,0,N,YU,0
2024/01/16,23:50,Tuesday,DAVISVILLE STATION,PUTO,7,13,N,YU,0
2024/01/16,00:20,Tuesday,FINCH STATION,SUO,0,0,,YU,0
2024/01/16,01:31,Tuesday,VAUGHAN MC STATION,MUIS,0,0,,YU,0
2024/01/16,01:54,Tuesday,EGLINTON WEST STATION,MUIS,0,0,N,YU,0
2024/01/16,05:33,Tuesday,DON MILLS STATION,TUO,7,0,W,SHP,6166
2024/01/16,05:58,Tuesday,BESSARION STATION,TUO,7,0,E,SHP,5156
2024/01/16,06:00,Tuesday,TORONTO TRANSIT COMMIS,MUO,0,0,,SHP,0
2024/01/16,13:46,Tuesday,DON MILLS STATION,PUOPO,9,16,W,SHP,6161
2024/01/16,14:01,Tuesday,DON MILLS STATION,PUOPO,10,17,W,SHP,6146
2024/01/16,19:01,Tuesday,LESLIE STATION,MUIRS,0,0,,SHP,0
2024/01/16,20:39,Tuesday,BAYVIEW STATION,SUDP,0,0,E,SHP,6156
2024/01/16,20:42,Tuesday,BESSARION STATION,PUOPO,0,0,E,SHP,6156
2024/01/16,20:47,Tuesday,SHEPPARD-YONGE STATION,SUDP,19,26,W,SHP,6166
2024/01/16,22:13,Tuesday,LESLIE STATION,PUMEL,0,0,,SHP,0
2024/01/16,00:40,Tuesday,DON MILLS STATION,MUIS,0,0,,SHP,0
2024/01/17,02:34,Wednesday,KENNEDY BD STATION,MUIS,0,0,,BD,0
2024/01/17,02:50,Wednesday,SHEPPARD WEST STATION,MUIE,0,0,,YU,0
2024/01/17,02:50,Wednesday,KENNEDY BD STATION,MUIS,0,0,,BD,0
2024/01/17,04:08,Wednesday,BLOOR STATION,SUUT,0,0,S,YU,0
2024/01/17,05:40,Wednesday,KENNEDY BD STATION,PUTWZ,16,21,W,BD,5039
2024/01/17,05:43,Wednesday,COLLEGE STATION,SUDP,4,0,N,YU,5491
2024/01/17,06:25,Wednesday,KENNEDY BD STATION,EUNT,3,5,W,BD,5108
2024/01/17,06:30,Wednesday,BLOOR STATION,SUDP,0,0,N,YU,6051
2024/01/17,06:33,Wednesday,SHEPPARD WEST STATION,EUME,6,12,,YU,6081
2024/01/17,06:42,Wednesday,FINCH STATION,EUATC,4,7,S,YU,5661
2024/01/17,07:01,Wednesday,GREENWOOD YARD,PUSIS,3,6,E,BD,5163
2024/01/17,07:02,Wednesday,FINCH STATION,MUPAA,0,0,S,YU,5481
2024/01/17,07:05,Wednesday,DUPONT STATION,MUO,0,0,S,YU,5776
2024/01/17,07:05,Wednesday,HIGH PARK STATION,SUDP,0,0,E,BD,5319
2024/01/17,07:10,Wednesday,ST GEORGE YUS STATION,MUATC,10,13,S,YU,5676
2024/01/17,07:11,Wednesday,HIGH PARK STATION,SUDP,0,0,E,BD,5135
2024/01/17,07:50,Wednesday,ST GEORGE BD STATION,SUDP,3,5,E,BD,5094
2024/01/17,07:53,Wednesday,NORTH YORK CTR STATION,SUDP,6,9,S,YU,6111
2024/01/17,08:11,Wednesday,EGLINTON WEST STATION,PUOPO,3,6,N,YU,5716
2024/01/17,08:16,Wednesday,BROADVIEW STATION,MUDD,7,9,W,BD,5091
2024/01/17,08:22,Wednesday,YORK MILLS STATION,PUOPO,4,7,N,YU,5841
2024/01/17,08:22,Wednesday,BLOOR STATION,MUPAA,0,0,N,YU,5386
2024/01/17,08:24,Wednesday,BROADVIEW STATION,TUMVS,6,8,W,BD,5053
2024/01/17,08:53,Wednesday,MAIN STREET STATION,EUVA,3,5,W,BD,5353
2024/01/17,09:17,Wednesday,ST GEORGE YUS STATION,MUIS,0,0,N,YU,0
2024/01/17,09:25,Wednesday,FINCH WEST STATION,PUOPO,4,7,N,YU,5701
2024/01/17,09:26,Wednesday,KENNEDY BD STATION,MUPAA,0,0,E,BD,5054
2024/01/17,09:39,Wednesday,NORTH YORK CTR STATION,MUPAA,0,0,N,YU,6015
2024/01/17,09:43,Wednesday,KEELE STATION,SUDP,4,6,W,BD,5091
2024/01/17,10:06,Wednesday,KIPLING STATION,PUSI,0,0,W,BD,5219
2024/01/17,10:31,Wednesday,EGLINTON WEST STATION,PUOPO,0,0,N,YU,5741
2024/01/17,10:47,Wednesday,SHERBOURNE STATION,PUMEL,0,0,,BD,0
2024/01/17,11:01,Wednesday,WARDEN STATION,PUSTS,0,0,W,BD,5163
2024/01/17,11:08,Wednesday,WARDEN STATION,PUSTS,0,0,W,BD,5042
2024/01/17,11:15,Wednesday,WARDEN STATION,PUSTS,0,0,W,BD,5112
2024/01/17,11:21,Wednesday,WARDEN STATION,PUSTS,0,0,W,BD,5195
2024/01/17,11:52,Wednesday,MAIN STREET STATION,SUUT,4,8,W,BD,5347
2024/01/17,11:59,Wednesday,COXWELL STATION,MUIS,0,0,,BD,0
2024/01/17,12:13,Wednesday,WARDEN STATION,PUSTS,0,0,W,BD,5086
2024/01/17,12:17,Wednesday,WARDEN STATION,PUSTS,0,0,W,BD,5329
2024/01/17,12:20,Wednesday,ISLINGTON STATION,MUSC,0,0,E,BD,5212
2024/01/17,12:55,Wednesday,SPADINA BD STATION,SUDP,4,8,W,YU,5232
2024/01/17,13:30,Wednesday,LAWRENCE STATION,PUMST,0,0,,YU,0
2024/01/17,14:51,Wednesday,DOWNSVIEW PARK STATION,SUO,0,0,N,YU,5641
2024/01/17,14:54,Wednesday,SPADINA BD STATION,MUIR,0,0,W,BD,5034
2024/01/17,15:17,Wednesday,WARDEN STATION,PUSTS,0,0,W,BD,5039
2024/01/17,15:20,Wednesday,KING STATION,SUO,0,0,,YU,0
2024/01/17,15:21,Wednesday,KIPLING STATION,SUO,4,8,,BD,5034
2024/01/17,15:25,Wednesday,ISLINGTON STATION,EUVA,4,8,E,BD,5199
2024/01/17,15:29,Wednesday,FINCH STATION,PUMEL,0,0,,YU,0
2024/01/17,15:56,Wednesday,KING STATION,PUMEL,0,0,,YU,0
2024/01/17,16:02,Wednesday,DUNDAS STATION,SUDP,0,0,N,YU,0
2024/01/17,16:04,Wednesday,SHERBOURNE STATION,PUMST,0,0,,BD,0
2024/01/17,16:39,Wednesday,BROADVIEW STATION,PUMEL,0,0,E,BD,0
2024/01/17,16:42,Wednesday,EGLINTON WEST STATION,MUPAA,0,0,S,YU,5431
2024/01/17,16:47,Wednesday,DUFFERIN STATION,SUDP,0,0,E,BD,5337
2024/01/17,16:52,Wednesday,LAWRENCE STATION,SUDP,7,10,N,YU,5871
2024/01/17,16:56,Wednesday,WOODBINE STATION,MUSC,0,0,E,BD,5085
2024/01/17,17:05,Wednesday,BATHURST STATION,SUDP,4,7,E,BD,5208
2024/01/17,17:09,Wednesday,BATHURST STATION,SUDP,0,0,W,BD,5221
2024/01/17,17:33,Wednesday,KING STATION,MUPAA,6,9,N,YU,5931
2024/01/17,18:01,Wednesday,DAVISVILLE STATION,SUDP,3,6,N,YU,5696
2024/01/17,18:38,Wednesday,BLOOR STATION,MUIS,0,0,S,YU,6061
2024/01/17,18:51,Wednesday,EGLINTON WEST STATION,MUSAN,3,6,N,YU,5831
2024/01/17,18:57,Wednesday,DAVISVILLE STATION,MUATC,3,6,N,YU,5801
2024/01/17,19:25,Wednesday,GREENWOOD STATION,SUAP,13,18,E,BD,5146
2024/01/17,19:48,Wednesday,OSSINGTON STATION,SUUT,0,0,W,BD,0
2024/01/17,20:39,Wednesday,KIPLING STATION,PUSTS,0,0,W,BD,5292
2024/01/17,20:45,Wednesday,SHEPPARD STATION,SUDP,3,8,N,YU,5561
2024/01/17,20:50,Wednesday,DOWNSVIEW PARK STATION,SUDP,6,11,S,YU,5421
2024/01/17,21:05,Wednesday,WILSON STATION,PUTIS,5,10,S,YU,6026
2024/01/17,21:19,Wednesday,COLLEGE STATION,MUIS,0,0,,YU,0
2024/01/17,21:32,Wednesday,RUNNYMEDE STATION,SUO,0,0,E,BD,0
2024/01/17,21:51,Wednesday,FINCH STATION,MUIR,5,10,S,YU,5856
2024/01/17,22:00,Wednesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2024/01/17,22:00,Wednesday,DUPONT STATION,SUO,0,0,N,YU,5726
2024/01/17,22:35,Wednesday,SPADINA BD STATION,MUIS,0,0,,BD,0
2024/01/17,22:49,Wednesday,QUEEN STATION,SUO,0,0,,YU,0
2024/01/17,22:52,Wednesday,EGLINTON WEST STATION,MUIS,0,0,,YU,0
2024/01/17,22:58,Wednesday,DUFFERIN STATION,SUO,0,0,,BD,0
2024/01/17,23:01,Wednesday,EGLINTON TO YORK MILLS,MUO,0,0,,YU,0
2024/01/17,23:10,Wednesday,HIGH PARK STATION,SUO,0,0,E,BD,0
2024/01/17,23:23,Wednesday,WOODBINE STATION,MUIR,0,0,E,BD,5108
2024/01/17,23:24,Wednesday,ST PATRICK STATION,SUO,0,0,N,YU,6056
2024/01/17,01:16,Wednesday,HIGHWAY 407 STATION,MUIS,0,0,,YU,0
2024/01/17,15:41,Wednesday,BAYVIEW STATION,SUO,0,0,,SHP,5019
2024/01/18,02:33,Thursday,KENNEDY BD STATION,MUIS,0,0,,BD,0
2024/01/18,06:02,Thursday,YORKDALE STATION,PUOPO,0,0,S,YU,5601
2024/01/18,06:42,Thursday,DAVISVILLE YARD,PUTOE,0,0,,YU,0
2024/01/18,06:52,Thursday,WILSON STATION,EUPI,4,8,N,YU,6061
2024/01/18,07:25,Thursday,WARDEN STATION,PUSTS,0,0,W,BD,5085
2024/01/18,07:37,Thursday,WARDEN STATION,PUSTS,0,0,W,BD,5152
2024/01/18,07:50,Thursday,PIONEER VILLAGE STATIO,SUEAS,9,12,S,YU,5961
2024/01/18,07:51,Thursday,COLLEGE STATION,SUDP,10,13,N,YU,5591
2024/01/18,08:22,Thursday,ST CLAIR STATION,MUIR,3,6,N,YU,5556
2024/01/18,08:30,Thursday,NORTH YORK CTR STATION,SUROB,0,0,,YU,0
2024/01/18,08:43,Thursday,FINCH STATION,SUDP,0,0,,YU,0
2024/01/18,08:45,Thursday,YORK UNIVERSITY STATIO,SUDP,6,9,N,YU,5766
2024/01/18,09:13,Thursday,KIPLING STATION,SUDP,3,6,E,BD,5186
2024/01/18,09:34,Thursday,VICTORIA PARK STATION,MUIS,0,0,E,BD,0
2024/01/18,10:35,Thursday,SHEPPARD STATION,SUAP,0,0,,YU,0
2024/01/18,10:36,Thursday,RUNNYMEDE STATION,SUDP,0,0,W,BD,5311
2024/01/18,11:20,Thursday,KIPLING STATION,SUO,0,0,,BD,0
2024/01/18,11:34,Thursday,COXWELL STATION,TUSC,0,0,W,BD,5085
2024/01/18,11:41,Thursday,KENNEDY BD STATION,SUO,0,0,,BD,0
2024/01/18,11:58,Thursday,ST GEORGE BD STATION,EUNT,5,9,E,BD,5366
2024/01/18,12:02,Thursday,SHERBOURNE STATION,SUO,0,0,,BD,0
2024/01/18,12:22,Thursday,VICTORIA PARK STATION,SUDP,0,0,W,BD,5053
2024/01/18,13:00,Thursday,CASTLE FRANK STATION,SUUT,22,26,W,YU,5292
2024/01/18,13:25,Thursday,SUMMERHILL STATION,TUCC,3,8,N,YU,5711
2024/01/18,13:27,Thursday,VICTORIA PARK STATION,SUUT,3,7,E,BD,5266
2024/01/18,13:37,Thursday,BLOOR STATION,PUMEL,0,0,N,YU,0
2024/01/18,14:20,Thursday,FINCH STATION,PUMEL,0,0,,YU,0
2024/01/18,14:36,Thursday,EGLINTON STATION,PUOPO,5,10,S,YU,5956
2024/01/18,14:43,Thursday,SHEPPARD WEST STATION,PUMST,0,0,,YU,0
2024/01/18,14:43,Thursday,DAVISVILLE STATION,PUOPO,6,11,S,YU,5956
2024/01/18,14:45,Thursday,KEELE STATION,SUDP,0,0,W,BD,0
2024/01/18,15:25,Thursday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5711
2024/01/18,15:50,Thursday,YONGE BD STATION,SUDP,8,12,E,BD,5340
2024/01/18,16:04,Thursday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5621
2024/01/18,16:07,Thursday,YORK UNIVERSITY STATIO,PUOPO,4,9,N,YU,5471
2024/01/18,16:11,Thursday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5871
2024/01/18,16:18,Thursday,WILSON STATION,MUO,12,15,S,YU,5516
2024/01/18,16:25,Thursday,DONLANDS STATION,SUG,0,0,E,BD,5362
2024/01/18,16:43,Thursday,SHEPPARD STATION,MUPAA,0,0,N,YU,6026
2024/01/18,16:44,Thursday,WOODBINE STATION,MUI,10,13,E,BD,5106
2024/01/18,16:44,Thursday,NORTH YORK CTR STATION,MUPAA,4,7,N,YU,6021
2024/01/18,16:47,Thursday,EGLINTON STATION,SUDP,0,0,S,YU,5741
2024/01/18,16:52,Thursday,DAVISVILLE STATION,TUNIP,3,6,S,YU,6111
2024/01/18,17:04,Thursday,COXWELL STATION,SUDP,0,0,,BD,0
2024/01/18,17:05,Thursday,DUNDAS WEST STATION,MUIRS,0,0,,BD,0
2024/01/18,17:12,Thursday,SUMMERHILL STATION,MUIR,4,7,N,YU,5491
2024/01/18,17:59,Thursday,KING STATION,MUIRS,0,0,S,YU,6103
2024/01/18,18:00,Thursday,ST GEORGE YUS STATION,MUIS,0,0,N,YU,0
2024/01/18,18:17,Thursday,CASTLE FRANK STATION,MUPAA,6,9,E,BD,5337
2024/01/18,18:31,Thursday,BATHURST STATION,MUIS,0,0,,BD,0
2024/01/18,18:35,Thursday,ST CLAIR STATION,MUIR,8,11,N,YU,5416
2024/01/18,18:36,Thursday,VAUGHAN MC STATION,MUIS,0,0,S,YU,5616
2024/01/18,18:48,Thursday,WOODBINE STATION,EUSC,0,0,E,BD,5347
2024/01/18,19:08,Thursday,COXWELL STATION,SUDP,0,0,,BD,0
2024/01/18,19:30,Thursday,SUMMERHILL STATION,PUOPO,0,0,N,YU,5851
2024/01/18,19:50,Thursday,QUEEN STATION,MUIS,0,0,,YU,0
2024/01/18,20:05,Thursday,FINCH STATION,MUIR,0,0,N,YU,5561
2024/01/18,20:05,Thursday,QUEEN STATION,SUDP,0,0,N,YU,5796
2024/01/18,20:44,Thursday,COLLEGE STATION,MUIRS,0,0,N,YU,0
2024/01/18,20:51,Thursday,BLOOR STATION,MUPAA,3,8,S,YU,5631
2024/01/18,21:26,Thursday,DUFFERIN STATION,SUUT,0,0,E,BD,5288
2024/01/18,21:33,Thursday,UNION STATION,PUMEL,0,0,,YU,0
2024/01/18,21:38,Thursday,DUPONT STATION,SUDP,0,0,S,YU,6066
2024/01/18,22:00,Thursday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2024/01/18,22:24,Thursday,BROADVIEW STATION,MUSAN,5,10,E,BD,5040
2024/01/18,23:00,Thursday,EGLINTON STATION TO YO,MUO,0,0,,YU,0
2024/01/18,23:07,Thursday,OSSINGTON STATION,SUDP,0,0,E,BD,5186
2024/01/18,23:09,Thursday,COXWELL STATION,MUTO,8,13,W,BD,5146
2024/01/18,23:46,Thursday,KENNEDY BD STATION,MUSAN,3,8,W,BD,5292
2024/01/18,23:58,Thursday,ST CLAIR STATION,MUPAA,3,9,N,YU,5981
2024/01/18,00:41,Thursday,OSGOODE STATION,MUIS,0,0,,YU,0
2024/01/18,01:56,Thursday,KIPLING STATION,MUPAA,0,0,E,BD,5054
2024/01/18,01:56,Thursday,KENNEDY BD STATION,SUO,0,0,,BD,5463
2024/01/18,06:47,Thursday,SHEPPARD-YONGE STATION,EUBK,6,13,W,SHP,6161
2024/01/18,07:15,Thursday,BAYVIEW STATION,PUMEL,0,0,,SHP,0
2024/01/18,18:40,Thursday,SHEPPARD-YONGE STATION,TUSC,0,0,E,SHP,6156
2024/01/19,02:15,Friday,COXWELL STATION,MUIS,0,0,,BD,0
2024/01/19,05:20,Friday,FINCH STATION,SUDP,0,0,,YU,0
2024/01/19,05:30,Friday,QUEEN STATION,MUNCA,0,0,,YU,0
2024/01/19,05:57,Friday,YORK MILLS STATION,PUOPO,0,0,S,YU,5546
2024/01/19,06:32,Friday,ST ANDREW STATION,MUIRS,0,0,,YU,0
2024/01/19,06:41,Friday,EGLINTON STATION,PUOPO,0,0,S,YU,5906
2024/01/19,06:44,Friday,SPADINA YUS STATION,PUTWZ,5,0,N,YU,6051
2024/01/19,07:10,Friday,OSGOODE STATION,PUOPO,0,0,N,YU,5726
2024/01/19,07:17,Friday,LAWRENCE STATION,PUOPO,3,7,N,YU,5896
2024/01/19,07:19,Friday,ISLINGTON STATION,EUNT,3,5,E,BD,5098
2024/01/19,07:39,Friday,DUNDAS WEST STATION,SUAE,2,4,E,BD,5175
2024/01/19,07:48,Friday,KIPLING STATION,MUTO,7,9,E,BD,5050
2024/01/19,07:59,Friday,YORK MILLS STATION,PUOPO,5,8,N,YU,5841
2024/01/19,09:16,Friday,ROYAL YORK STATION,SUAP,0,0,,BD,0
2024/01/19,09:23,Friday,ISLINGTON STATION,PUSTC,0,0,W,BD,0
2024/01/19,09:33,Friday,EGLINTON STATION,PUOPO,0,0,S,YU,5906
2024/01/19,09:53,Friday,SPADINA YUS STATION,SUDP,16,19,S,YU,6616
2024/01/19,09:57,Friday,SPADINA BD STATION,SUAP,0,0,,BD,5290
2024/01/19,09:58,Friday,SPADINA YUS STATION,SUDP,3,6,N,YU,5661
2024/01/19,10:03,Friday,BATHURST STATION,SUDP,0,0,W,BD,5347
2024/01/19,10:14,Friday,WOODBINE STATION,EUSC,0,0,E,BD,5051
2024/01/19,10:16,Friday,LAWRENCE STATION,PUOPO,5,8,N,YU,5896
2024/01/19,10:17,Friday,ROYAL YORK STATION,SUDP,3,7,W,BD,5305
2024/01/19,10:26,Friday,KEELE STATION,SUEAS,6,10,W,BD,5139
2024/01/19,10:39,Friday,WILSON STATION,MUATC,4,7,N,YU,5391
2024/01/19,11:04,Friday,DUNDAS STATION,SUUT,0,0,S,YU,5381
2024/01/19,11:30,Friday,MAIN STREET STATION,PUMEL,0,0,,BD,0
2024/01/19,11:40,Friday,LAWRENCE STATION,SUDP,5,10,S,YU,5411
2024/01/19,11:53,Friday,MAIN STREET STATION,EUDO,4,8,W,BD,5303
2024/01/19,12:40,Friday,ST CLAIR WEST STATION,MUSAN,7,12,S,YU,5996
2024/01/19,13:01,Friday,ST CLAIR WEST STATION,SUO,0,0,S,YU,5651
2024/01/19,13:07,Friday,ISLINGTON STATION,PUMO,0,0,,BD,0
2024/01/19,13:09,Friday,COXWELL STATION,TUO,0,0,W,BD,5157
2024/01/19,13:36,Friday,COLLEGE STATION,MUIS,0,0,,YU,0
2024/01/19,13:39,Friday,DAVISVILLE YARD,TUO,0,0,S,YU,5996
2024/01/19,14:16,Friday,BAY STATION,SUAP,0,0,E,BD,5166
2024/01/19,14:36,Friday,ST CLAIR STATION,SUO,0,0,S,YU,5471
2024/01/19,14:44,Friday,LAWRENCE STATION,PUOPO,4,9,N,YU,5896
2024/01/19,14:58,Friday,NORTH YORK CTR STATION,SUDP,3,6,N,YU,5786
2024/01/19,15:02,Friday,KENNEDY BD STATION,PUSI,0,0,E,BD,5059
2024/01/19,15:05,Friday,CHESTER STATION,TUSC,0,0,E,BD,5008
2024/01/19,15:12,Friday,WELLESLEY STATION,SUDP,0,0,N,YU,5536
2024/01/19,15:22,Friday,LAWRENCE WEST STATION,SUDP,7,12,N,YU,5471
2024/01/19,15:32,Friday,MAIN STREET STATION,MUD,0,0,E,BD,5339
2024/01/19,15:37,Friday,FINCH STATION,MUATC,3,6,S,YU,5391
2024/01/19,15:39,Friday,ROYAL YORK STATION,MUD,5,8,E,BD,5211
2024/01/19,15:44,Friday,DONLANDS STATION,SUDP,0,0,W,BD,5098
2024/01/19,15:48,Friday,EGLINTON STATION,PUOPO,4,7,S,YU,5906
2024/01/19,15:52,Friday,UNKNOWN LOCATION,SUO,0,0,,YU/BD,0
2024/01/19,16:19,Friday,ST GEORGE BD STATION,SUAE,0,0,W,BD,0
2024/01/19,16:21,Friday,COXWELL STATION,TUSUP,3,6,E,BD,5337
2024/01/19,16:28,Friday,KENNEDY BD STATION,MUSAN,3,6,W,BD,5054
2024/01/19,16:29,Friday,ISLINGTON STATION,PUMEL,0,0,,BD,0
2024/01/19,16:29,Friday,DAVISVILLE STATION,SUDP,0,0,N,YU,6131
2024/01/19,16:31,Friday,FINCH WEST STATION,SUPOL,3,8,S,YU,5541
2024/01/19,16:53,Friday,DAVISVILLE STATION,TUNIP,4,7,S,YU,5741
2024/01/19,16:55,Friday,DUNDAS STATION TO EGLI,PUTWZ,6,9,N,YU,0
2024/01/19,17:09,Friday,KIPLING STATION,MUPAA,0,0,E,BD,5212
2024/01/19,17:38,Friday,ST GEORGE YUS STATION,SUDP,0,0,N,YU,5381
2024/01/19,17:40,Friday,ST CLAIR WEST STATION,MUPAA,5,8,N,YU,5576
2024/01/19,17:53,Friday,YORK MILLS STATION,PUOPO,4,7,N,YU,5841
2024/01/19,17:55,Friday,CHRISTIE STATION,SUUT,13,16,E,BD,5238
2024/01/19,17:56,Friday,SHERBOURNE STATION,SUO,0,0,E,BD,0
2024/01/19,18:04,Friday,FINCH STATION,MUI,3,6,S,YU,5796
2024/01/19,18:18,Friday,ST PATRICK STATION,PUMEL,0,0,,YU,0
2024/01/19,18:39,Friday,WOODBINE STATION,MUIR,9,12,W,BD,5162
2024/01/19,18:40,Friday,NORTH YORK CTR STATION,MUPAA,0,0,N,YU,5536
2024/01/19,18:47,Friday,EGLINTON STATION,PUOPO,5,8,S,YU,5906
2024/01/19,19:04,Friday,ROYAL YORK STATION,MUSAN,27,30,E,BD,5018
2024/01/19,19:07,Friday,FINCH WEST STATION,SUO,0,0,N,YU,5756
2024/01/19,19:20,Friday,SPADINA YUS STATION,SUO,0,0,S,YU,5636
2024/01/19,19:40,Friday,BLOOR STATION,SUDP,0,0,,YU,0
2024/01/19,19:48,Friday,QUEEN STATION,SUDP,9,14,S,YU,5681
2024/01/19,20:03,Friday,QUEEN STATION,MUIS,0,0,,YU,0
2024/01/19,20:09,Friday,ST GEORGE YUS STATION,TUO,10,15,S,YU,5851
2024/01/19,20:52,Friday,BLOOR STATION,MUIS,0,0,S,YU,0
2024/01/19,21:01,Friday,YONGE BD STATION,SUO,0,0,E,BD,0
2024/01/19,21:30,Friday,SUMMERHILL STATION,SUROB,0,0,N,YU,5996
2024/01/19,21:35,Friday,ROSEDALE STATION,SUO,0,0,S,YU,5651
2024/01/19,21:43,Friday,KENNEDY BD STATION,MUIS,0,0,,BD,0
2024/01/19,21:50,Friday,EGLINTON STATION,PUOPO,6,11,S,YU,5906
2024/01/19,21:54,Friday,ST GEORGE BD STATION,MUIS,0,0,W,BD,0
2024/01/19,21:57,Friday,ISLINGTON STATION,SUUT,13,18,W,BD,5347
2024/01/19,22:00,Friday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2024/01/19,23:00,Friday,KENNEDY BD STATION,MUO,0,0,,BD,0
2024/01/19,23:07,Friday,VAUGHAN MC STATION,SUO,0,0,,YU,0
2024/01/19,23:41,Friday,BLOOR DANFORTH SUBWAY,MUGD,0,0,,BD,0
2024/01/19,23:42,Friday,QUEEN STATION,MUIS,0,0,N,YU,0
2024/01/19,00:00,Friday,ISLINGTON STATION,TUSC,0,0,E,BD,5140
2024/01/19,00:35,Friday,QUEEN STATION,EUDO,5,10,S,YU,5716
2024/01/19,01:03,Friday,DUNDAS WEST STATION,MUIS,0,0,W,BD,5275
2024/01/19,01:16,Friday,KENNEDY BD STATION,MUI,5,10,W,BD,5287
2024/01/19,01:22,Friday,YONGE BD STATION,SUO,7,12,W,BD,5198
2024/01/19,01:38,Friday,FINCH STATION,MUIS,0,0,,YU,0
2024/01/19,01:39,Friday,WELLESLEY STATION,SUDP,0,0,,YU,0
2024/01/19,14:40,Friday,BAYVIEW STATION,MUSC,0,0,W,SHP,6151
2024/01/19,18:22,Friday,DON MILLS STATION,MUO,0,0,W,SHP,6171
2024/01/20,02:51,Saturday,PIONEER VILLAGE STATIO,MUIS,0,0,,YU,0
2024/01/20,05:53,Saturday,KIPLING STATION,SUG,5,10,E,BD,5140
2024/01/20,06:00,Saturday,SUBWAY CLOSURE: ST GEO,MUO,0,0,,YU,0
2024/01/20,06:00,Saturday,DOWNSVIEW PARK STATION,PUOPO,3,9,N,YU,5756
2024/01/20,06:30,Saturday,KENNEDY BD STATION,MUDD,3,8,W,BD,5200
2024/01/20,06:34,Saturday,SPADINA BD STATION,SUUT,0,0,W,BD,0
2024/01/20,07:54,Saturday,KIPLING STATION,MUSAN,0,0,W,BD,5278
2024/01/20,08:06,Saturday,ST GEORGE YUS STATION,SUDP,9,15,S,YU,5511
2024/01/20,08:54,Saturday,UNION STATION,MUATC,4,9,N,YU,5726
